Category,Product,Price
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",20.98
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",4.27
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",0.8660000000000001
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,5.4879999999999995
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",8.26
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",2.3920000000000003
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",0.0
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",1.608
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",0.986
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",2.672
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",39.92
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",14.868
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",10.044
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",0.836
FreshFruit,"Fresh Raspberries, 12 oz Container",7.5840000000000005
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",7.7940000000000005
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",2.232
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",10.368000000000002
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",7.788
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",26.48
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",15.088000000000001
FreshFruit,"Fresh Raspberries, 12 oz Container",0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",5.015999999999999
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",20.98
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",6.68
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",15.968000000000002
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",16.974
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",5.196
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,59.98
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",5.616
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",3.1460000000000004
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",3.1639999999999997
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",3.9880000000000004
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",9.792000000000002
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",13.24
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",11.668000000000001
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",1.336
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",31.94
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",11.964
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",4.824000000000001
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",9.504000000000001
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",11.664000000000001
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",15.088000000000001
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,17.994
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",7.984000000000001
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",1.672
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",5.98
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",31.936000000000003
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",5.5920000000000005
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",8.704
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",2.5920000000000005
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",46.672000000000004
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",3.944
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",1.234
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",20.768
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",10.177999999999999
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,0.0
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",26.48
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",16.776
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",8.448
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",5.616
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",9.324
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",2.68
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",5.344
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",1.2960000000000003
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",2.7960000000000003
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",5.98
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",0.30800000000000005
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",1.708
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",6.5280000000000005
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",13.958
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",10.97
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",37.764
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",8.872
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",2.072
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",1.672
FreshFruit,"Fresh Raspberries, 12 oz Container",3.7920000000000003
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",10.044
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",0.9039999999999999
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",21.94
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",0.0
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",29.17
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",33.568000000000005
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",8.316
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",3.9920000000000004
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",1.6520000000000001
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",4.452
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",8.392000000000001
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",2.232
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",15.73
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",2.7960000000000003
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",3.2640000000000002
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",13.24
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",11.96
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",25.96
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,5.4879999999999995
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",2.144
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",11.563999999999998
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,41.986
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",52.50600000000001
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",7.251999999999999
FreshFruit,"Fresh Raspberries, 12 oz Container",1.8960000000000001
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",9.97
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",11.96
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",10.692
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,1.056
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",3.1940000000000004
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",1.3559999999999999
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",8.26
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",1.54
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",3.888
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",4.436
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",46.672000000000004
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",2.68
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",6.552
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",2.176
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",2.1559999999999997
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",2.3760000000000003
FreshFruit,"Fresh Raspberries, 12 oz Container",8.532
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",9.86
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",23.832
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,7.056
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",1.576
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",19.96
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",5.28
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",8.288
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",8.316
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,6.272
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",3.348
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",9.072
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",25.552000000000003
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",2.3920000000000003
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",3.1079999999999997
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",9.072
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",22.18
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",23.952
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",9.582
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",9.504000000000001
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",9.504000000000001
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",8.704
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,1.76
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",27.944
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",5.36
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",13.216000000000001
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",1.8860000000000001
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",12.34
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",8.874
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",5.816
FreshFruit,"Fresh Raspberries, 12 oz Container",7.5840000000000005
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,0.88
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",19.746000000000002
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",2.1559999999999997
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",2.9579999999999997
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",25.168000000000003
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",8.424
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",3.344
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",2.672
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",6.36
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",5.516
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",15.088000000000001
FreshFruit,"Fresh Raspberries, 12 oz Container",6.636
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",2.26
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",16.784000000000002
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",2.648
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",0.0
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",2.1559999999999997
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",0.0
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",2.9579999999999997
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",28.746000000000002
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",4.464
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",19.94
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",8.872
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,29.99
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",8.638
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",0.0
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",5.58
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",6.36
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",3.94
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",6.388000000000001
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",2.144
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",4.464
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,4.704
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",19.96
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",8.723999999999998
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",37.764
FreshFruit,"Fresh Raspberries, 12 oz Container",0.9480000000000001
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",8.288
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",1.088
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",10.384
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",3.702
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",7.776
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",22.18
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",17.946
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",6.061999999999999
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",16.974
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",3.752
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",16.776
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",1.454
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",2.26
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",0.986
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",3.168
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",18.172
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",19.94
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",0.6160000000000001
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,1.568
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",13.164
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",1.8719999999999999
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",2.072
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",0.854
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,1.056
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",7.976000000000001
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",1.672
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",52.50600000000001
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",2.908
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",31.936000000000003
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",18.876
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",6.388000000000001
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,1.568
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",5.36
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",7.251999999999999
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",7.984000000000001
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",4.27
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",6.336
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",8.26
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",5.851999999999999
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",19.96
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",1.072
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",31.051999999999996
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",2.176
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",0.0
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",40.838
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",27.96
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",9.582
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",10.368000000000002
