Age,Gender,Education,Income,Occupation,Ethnicity,Marital Status,Household Size,Num Children,State,Home Ownership
30,Male,Bachelor’s Degree,60000,Marketing Manager,White,Married,4,2,California,own
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
35,Male,Bachelor's Degree,60000,Marketing Specialist,Hispanic,Married,3,1,California,own
30, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Own
30, Male, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Single,2,1, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
34, Male, Bachelor's degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,70000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
35,Male,Bachelor's Degree,60000,Engineer,Hispanic,Married,3,1,California,own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, Own
36,Male,Bachelor's Degree,75000,Engineer,Hispanic,Married,4,2,California,own
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
30, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Male, Bachelor's Degree,70000, Marketing Manager, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Single,2,0, California, Rent
34, Male, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,3,2, California, Rent
45, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Female, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor’s Degree,70000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
30, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Single,1,0, State of residence:California, Home ownership:rent
32, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35,Male,Bachelor's Degree,65000,Marketing Specialist,White,Married,4,2,California,own
32, Male, Bachelor's Degree,55000, Marketing Coordinator, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
29, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
34, Male, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, rent
35,Male,Bachelor's Degree,60000,Software Engineer,Hispanic,Married,4,2,California,own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35,Male,Bachelor's Degree,60000,Engineer,White,Married,4,2,California,own
30, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, own
35, Male, Bachelor's degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor’s Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
45,Male,Bachelor's degree,75000,Engineer,Caucasian,Married,4,2,California,own
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: Rent
35, Male, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,3,2, California, Own
30, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Single,1,0, State of residence:California, Home ownership:Rent
30, Male, Bachelor's Degree,60000, Marketing Coordinator, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Rent
35, Male, Bachelor's Degree,65000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
25, Male, Bachelor's Degree,50000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,55000, Marketing Manager, Hispanic, Married,4,2, Texas, Own
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,50000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
34, Male, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, rent
35, Male, Bachelor's Degree,60000, Marketing Manager, White, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
29,Male,Bachelor's Degree,60000,Engineer,Hispanic,Married,4,2,California,own
32, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
30, Gender:Female, Education level:Bachelor's Degree,65000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Single,1,0, State of residence:California, Home ownership:Rent
35, Male, Bachelor's degree,75000, Marketing manager, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Own
32, Male, Bachelor’s Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
30, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
34, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,50000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Marketing Specialist, Ethnicity:Hispanic, Marital status:Married,4,2, State of residence:California, Home ownership:own
29, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
34, Female, Bachelor's,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor’s Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, Texas, Own
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Single,2,0, State of residence: California, Home ownership: Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, own
32, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, White, Married,3,1, California, Own
35, Male, Bachelor's,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
29, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
25, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
34, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,3,2, California, Rent
32, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
25, Male, Bachelor's,50000, Marketing Specialist, Hispanic, Single,2,0, California, rent
34, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
30, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's Degree,70000, Occupation:Marketing Manager, Ethnicity:Asian, Marital status:Married,4,2, State of residence:California, Home ownership:own
34, Female, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, rent
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
34, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
34, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,3,1, California, Own
35, Gender:Female, Education level:Bachelor's Degree,65000, Occupation:Marketing Specialist, Ethnicity:Hispanic, Marital status:Married,4,2, State of residence:California, Home ownership:own
30, Male, Bachelor's Degree,55000, Marketing Manager, Hispanic, Married,4,2, California, Rent
30, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Software Developer, Hispanic, Married,4,2, California, Rent
30, Male, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
34, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Rent
30, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
32, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,50000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, rent
34, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, own
30, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
34, Male, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, own
34, Male, Bachelor's degree,60000, Marketing Manager, Hispanic, Married,3,1, California, Rent
30, Gender: Female, Education level: Bachelor's degree,75000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: Own
34, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
30, Male, Bachelor's degree,55000, Marketing Manager, Hispanic, Married,4,2, CA, Rent
30, Male, Bachelor's,75000, Software Engineer, Caucasian, Married,3,1, California, own
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
25, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor’s Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, own
32, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Female, Bachelor’s Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, rent
35, Male, Bachelor's Degree,55000, Marketing Manager, Hispanic, Married,4,2, California, Rent
32, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
28, Male, Bachelor's Degree,60000, Engineer, Hispanic, Married,4,2, California, Rent
34,Female,Bachelor's Degree,65000,Marketing Manager,Hispanic,Married,4,2,California,own
29, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
25, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
30, Female, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor’s Degree,55000, Software Engineer, Hispanic, Single,2,0, California, Rent
30, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
34, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, own
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Own
32, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
25, Female, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Single,2,0, California, rent
34, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, own
34, Female, Bachelor’s Degree,65000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,50000, Engineer, Caucasian, Single,2,0, California, rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Single,2,0, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
34, Male, Bachelor's Degree,65000, Marketing Manager, Caucasian, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Single,1,0, State of residence: California, Home ownership: Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, own
30, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Marketing Specialist, Ethnicity:Hispanic, Marital status:Single,1,0, State of residence:California, Home ownership:Rent
35, Female, Bachelor's Degree,65000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
34, Female, Bachelor’s Degree,65000, Marketing Manager, Hispanic, Married,4,2, California, own
34, Female, Bachelor's Degree,65000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
34, Male, Bachelor's Degree,75000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
33, Male, Bachelor's Degree,75000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Software Developer, Hispanic, Single,2,0, CA, rent
28, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,1, California, Own
Age:  thirty-one, Gender: female, Education level: bachelor's degree,65000, Occupation: marketing manager, Ethnicity: Hispanic, Marital status: married,4,2, State of residence: California, Home ownership: own
32, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
25, Male, Bachelor’s Degree,50000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
29, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,70000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: California, Home ownership: own
29, Male, Bachelor's degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
29, Male, Bachelor's Degree,65000, Marketing Specialist, Hispanic, Married,3,1, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Own
25, Male, Bachelor's Degree,50000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
30, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's degree,60000, Software Engineer, Caucasian, Married,3,2, California, own
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Graphic Designer, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
34, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
35, Male, Bachelor’s Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, own
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, CA, Own
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Single,2,0, California, rent
29, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,3,2, California, Own
25, Male, Bachelor's Degree,50000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, CA, Own
25,Male,Bachelor's Degree,60000,Software Developer,Hispanic,Married,3,1,California,own
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Male, Bachelor's degree,60000, Marketing Manager, Hispanic, Married,3,2, California, own
28, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,1, California, Rent
30, Gender:Female, Education level:Bachelor's,80000, Occupation:Marketing Manager, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
34, Female, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,3,1, CA, Rent
35, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Rent
28, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
36, Male, Bachelor’s Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, own
34, Male, Bachelor's Degree,65000, Marketing Manager, Caucasian, Married,3,2, California, Own
30, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, own
30, Gender: Male, Education level: Bachelor's,70000, Occupation: Marketing Specialist, Ethnicity: Caucasian, Marital status: Single,1,0, State of residence: California, Home ownership: Rent
30, Male, Bachelor's Degree,60000, Marketing Analyst, Caucasian, Married,4,2, California, own
34, Female, Bachelor's Degree,65000, Marketing Specialist, Caucasian, Married,4,2, California, own
29, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
34, Female, Bachelor's Degree,65000, Marketing Manager, Hispanic, Married,3,1, California, Rent
25, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
30, Gender:Female, Education level:Bachelor's,60000, Occupation:Teacher, Ethnicity:Hispanic, Marital status:Married,4,2, State of residence:California, Home ownership:own
34, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,55000, Software Engineer, Hispanic, Married,4,2, California, Rent
30, Female, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
38, Female, Bachelor's Degree,55000, Marketing Manager, Hispanic, Married,4,2, California, rent
34, Male, Bachelor's Degree,65000, Marketing Specialist, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Software Engineer, Hispanic, Married,3,2, California, Rent
34, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, rent
35, Female, Bachelor’s degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
29, Male, Bachelor’s Degree,75000, Marketing Specialist, Hispanic, Married,3,1, California, rent
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Single,1,0, State of residence: Texas, Home ownership: Rent
25, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, own
35, Male, Bachelor's Degree,75000, Marketing Manager, White, Married,3,2, California, Own
30, Gender: Male, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Caucasian, Marital status: Single,1,0, State of residence: California, Home ownership: Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Marketing Manager, Hispanic, Married,4,2, California, Rent
29, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, CA, rent
35, Female, Bachelor's Degree,65000, Marketing Coordinator, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
30, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's degree,60000, Software Engineer, Caucasian, Single,2,0, California, Rent
28, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,3,2, California, Rent
35, Male, Bachelor's Degree,75000, Software Engineer, Hispanic, Married,4,2, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35,Female,Bachelor's Degree,70000,Marketing Manager,Hispanic,Married,4,2,California,own
35, Male, Bachelor’s degree,60000, IT Specialist, Hispanic, Married,4,2, California, Own
30, Gender: Female, Education level: Bachelor's Degree,60000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: Texas, Home ownership: own
30, Gender: Female, Education level: Bachelor's Degree,65000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Single,1,0, State of residence: California, Home ownership: Rent
35, Male, Bachelor's Degree,75000, Marketing Specialist, Hispanic, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Marketing Specialist, Hispanic, Married,4,2, California, Rent
29, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,3,1, California, Rent
30, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: Own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, rent
34, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,75000, Marketing Manager, Hispanic, Married,4,2, California, Own
45, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,3,2, California, rent
35, Gender:Female, Education level:Bachelor's,65000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Married,3,1, State of residence:California, Home ownership:own
34, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Gender:Female, Education level:Bachelor's,75000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Single,1,0, State of residence:California, Home ownership:Rent
34, Male, Bachelor's Degree,60000, Teacher, Hispanic, Married,4,2, California, own
34, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, rent
30, Gender:Female, Education level:Bachelor's degree,75000, Occupation:Marketing Specialist, Ethnicity:Asian, Marital status:Single,1,0, State of residence:California, Home ownership:rent
34, Female, Bachelor's Degree,75000, Marketing Manager, White, Married,4,2, California, Own
